name,MaxH,Dev_MAX_H_Mean,MaxV,Dev_MAX_V_Mean,Class
0060.png,0.07082720588235294,0.060993221507352945,0.13359477124183006,0.12376078686683006,G-Longitudinal
0061.png,0.0,0.0,0.0,0.0,Healthy-pavement
0062.png,0.015625,0.015126965890522875,0.01951797385620915,0.019019939746732027,Healthy-pavement
0064.png,0.0,0.0,0.0,0.0,Healthy-pavement
0068.png,0.024473039215686273,0.02298861315359477,0.019509803921568626,0.018025377859477124,Healthy-pavement
0074.png,0.0,0.0,0.0,0.0,Healthy-pavement
0076.png,0.0,0.0,0.0,0.0,Healthy-pavement
0077.png,0.0,0.0,0.0,0.0,Healthy-pavement
0079.png,0.12446691176470588,0.09852752246732026,0.09450980392156863,0.06857041462418301,G-Transverse
0081.png,0.021348039215686274,0.016064887152777776,0.09608660130718955,0.09080344924428105,G-Longitudinal
0082.png,0.0,0.0,0.0,0.0,Healthy-pavement
0083.png,0.0,0.0,0.0,0.0,Healthy-pavement
0085.png,0.0,0.0,0.0,0.0,Healthy-pavement
0086.png,0.0,0.0,0.0,0.0,Healthy-pavement
0088.png,0.029154411764705884,0.019555478962418302,0.09687091503267974,0.08727198223039215,G-Longitudinal
0096.png,0.0,0.0,0.0,0.0,Healthy-pavement
0098.png,0.0,0.0,0.0,0.0,Healthy-pavement
0102.png,0.1406066176470588,0.1118177210988562,0.17730392156862745,0.14851502502042485,G-Longitudinal
0103.png,0.09270833333333334,0.05594163602941177,0.29133986928104577,0.2545731719771242,G-Longitudinal
0107.png,0.10009191176470589,0.07468179381127452,0.1694607843137255,0.14405066636029412,G-Longitudinal
0114.png,0.0,0.0,0.0,0.0,Healthy-pavement
0117.png,0.0,0.0,0.0,0.0,Healthy-pavement
0118.png,0.0,0.0,0.0,0.0,Healthy-pavement
0124.png,0.0,0.0,0.0,0.0,Healthy-pavement
0129.png,0.32207720588235295,0.28761263020833333,0.1843627450980392,0.14989816942401962,G-Transverse
0130.png,0.0,0.0,0.0,0.0,Healthy-pavement
0136.png,0.0,0.0,0.0,0.0,Healthy-pavement
0137.png,0.05626225490196078,0.03553001174428104,0.14297385620915032,0.12224161305147058,G-Longitudinal
0138.png,0.1978860294117647,0.16604857281454247,0.11014705882352942,0.0783096022263072,G-Transverse
0139.png,0.34900735294117646,0.20558615451388887,0.27651143790849675,0.13309023948120915,G-alligator
0142.png,0.015098039215686275,0.0146488077001634,0.024983660130718954,0.02453442861519608,Healthy-pavement
0144.png,0.0,0.0,0.0,0.0,Healthy-pavement
0151.png,0.0,0.0,0.0,0.0,Healthy-pavement
0154.png,0.0,0.0,0.0,0.0,Healthy-pavement
0155.png,0.2072732843137255,0.18830822354983662,0.0695343137254902,0.05056925296160131,G-Transverse
0156.png,0.0,0.0,0.0,0.0,Healthy-pavement
0157.png,0.18291053921568629,0.15146375868055556,0.11014705882352942,0.0787002782883987,G-Transverse
0162.png,0.0328125,0.031142744076797388,0.03749183006535948,0.035822074142156865,Healthy-pavement
0163.png,0.0,0.0,0.0,0.0,Healthy-pavement
0165.png,0.0,0.0,0.0,0.0,Healthy-pavement
0169.png,0.05941176470588235,0.04486159620098039,0.1851143790849673,0.17056421058006535,G-Longitudinal
0170.png,0.021348039215686274,0.020937844669117647,0.017973856209150325,0.0175636616625817,Healthy-pavement
0173.png,0.026580882352941176,0.024813074448529412,0.027344771241830067,0.025576963337418303,Healthy-pavement
0174.png,0.0,0.0,0.0,0.0,Healthy-pavement
0177.png,0.0,0.0,0.0,0.0,Healthy-pavement
0179.png,0.0,0.0,0.0,0.0,Healthy-pavement
0181.png,0.0,0.0,0.0,0.0,Healthy-pavement
0185.png,0.0,0.0,0.0,0.0,Healthy-pavement
0186.png,0.0,0.0,0.0,0.0,Healthy-pavement
0194.png,0.017708333333333333,0.016829541973039215,0.017173202614379084,0.016294411254084967,Healthy-pavement
0196.png,0.015625,0.015332018484477124,0.021879084967320262,0.021586103451797387,Healthy-pavement
0197.png,0.0,0.0,0.0,0.0,Healthy-pavement
0199.png,0.0,0.0,0.0,0.0,Healthy-pavement
0201.png,0.0,0.0,0.0,0.0,Healthy-pavement
0210.png,0.0,0.0,0.0,0.0,Healthy-pavement
0211.png,0.0,0.0,0.0,0.0,Healthy-pavement
0214.png,0.025,0.02405291309232026,0.02656045751633987,0.02561337060866013,Healthy-pavement
0220.png,0.0,0.0,0.0,0.0,Healthy-pavement
0221.png,0.0,0.0,0.0,0.0,Healthy-pavement
0223.png,0.0,0.0,0.0,0.0,Healthy-pavement
0224.png,0.0,0.0,0.0,0.0,Healthy-pavement
0226.png,0.0,0.0,0.0,0.0,Healthy-pavement
0227.png,0.0,0.0,0.0,0.0,Healthy-pavement
0228.png,0.0,0.0,0.0,0.0,Healthy-pavement
0229.png,0.023958333333333335,0.02328442861519608,0.017973856209150325,0.01729995149101307,Healthy-pavement
0230.png,0.0,0.0,0.0,0.0,Healthy-pavement
0236.png,0.0,0.0,0.0,0.0,Healthy-pavement
0238.png,0.1421813725490196,0.10947677951388889,0.19839869281045752,0.16569409977532681,G-Longitudinal
0240.png,0.21662990196078433,0.1883170445261438,0.09684640522875818,0.06853354779411765,G-Transverse
0243.png,0.12501225490196077,0.08348636642156862,0.1655800653594771,0.12405417687908496,G-Longitudinal
0244.png,0.0,0.0,0.0,0.0,Healthy-pavement
0249.png,0.0,0.0,0.0,0.0,Healthy-pavement
0250.png,0.01875,0.017802555657679738,0.03125816993464052,0.03031072559232026,Healthy-pavement
0259.png,0.0,0.0,0.0,0.0,Healthy-pavement
0260.png,0.0,0.0,0.0,0.0,Healthy-pavement
0261.png,0.0,0.0,0.0,0.0,Healthy-pavement
0277.png,0.021875,0.020693397671568626,0.023431372549019606,0.022249770220588234,Healthy-pavement
0280.png,0.07659313725490197,0.05942585784313726,0.10233660130718954,0.08516932189542484,G-Longitudinal
0281.png,0.003125,0.00294921875,0.031233660130718953,0.031057878880718953,Healthy-pavement
0282.png,0.0,0.0,0.0,0.0,Healthy-pavement
0287.png,0.20311274509803923,0.1763542049632353,0.08359477124183007,0.056836231107026146,G-Transverse
0289.png,0.3437867647058824,0.19931089154411769,0.29758986928104575,0.15311399611928106,G-alligator
0291.png,0.38302696078431375,0.33334501378676473,0.12264705882352941,0.0729651118259804,G-Transverse
0296.png,0.0,0.0,0.0,0.0,Healthy-pavement
0297.png,0.0,0.0,0.0,0.0,Healthy-pavement
0298.png,0.0,0.0,0.0,0.0,Healthy-pavement
0299.png,0.30645833333333333,0.29111531096813725,0.05312091503267974,0.03777789266748366,G-Transverse
0300.png,0.0,0.0,0.0,0.0,Healthy-pavement
0301.png,0.5375857843137255,0.29839460784313726,0.43352124183006535,0.19433006535947714,G-alligator
0303.png,0.036973039215686274,0.03609409466911764,0.03593137254901961,0.03505242800245098,Healthy-pavement
0304.png,0.0,0.0,0.0,0.0,Healthy-pavement
0305.png,0.0,0.0,0.0,0.0,Healthy-pavement
0306.png,0.0,0.0,0.0,0.0,Healthy-pavement
0307.png,0.0,0.0,0.0,0.0,Healthy-pavement
0309.png,0.014589460784313725,0.014189070159313725,0.020302287581699347,0.019901896956699347,Healthy-pavement
0310.png,0.021887254901960786,0.02113546772875817,0.019509803921568626,0.01875801674836601,Healthy-pavement
0312.png,0.0,0.0,0.0,0.0,Healthy-pavement
0314.png,0.12668504901960784,0.09272916666666665,0.19370098039215686,0.15974509803921566,G-Longitudinal
0316.png,0.0,0.0,0.0,0.0,Healthy-pavement
0319.png,0.0,0.0,0.0,0.0,Healthy-pavement
0323.png,0.1829718137254902,0.16111389399509804,0.06093954248366013,0.03908162275326797,G-Transverse
0327.png,0.20159926470588235,0.17843412990196078,0.08280228758169934,0.05963715277777777,G-Transverse
0328.png,0.01875,0.017792777267156862,0.03125816993464052,0.030300947201797383,Healthy-pavement
0333.png,0.008333333333333333,0.008147850285947712,0.015612745098039216,0.015427262050653595,Healthy-pavement
0334.png,0.13591299019607844,0.10541471354166668,0.13198529411764706,0.1014870174632353,G-Transverse
0336.png,0.0,0.0,0.0,0.0,Healthy-pavement
0339.png,0.0,0.0,0.0,0.0,Healthy-pavement
0345.png,0.031243872549019606,0.027162071078431372,0.06718137254901961,0.06309957107843138,G-Longitudinal
0346.png,0.019810049019607843,0.019653811785130718,0.008594771241830066,0.008438534007352942,Healthy-pavement
0351.png,0.0,0.0,0.0,0.0,Healthy-pavement
0353.png,0.0,0.0,0.0,0.0,Healthy-pavement
0355.png,0.0,0.0,0.0,0.0,Healthy-pavement
0356.png,0.0,0.0,0.0,0.0,Healthy-pavement
0357.png,0.0,0.0,0.0,0.0,Healthy-pavement
0361.png,0.12446691176470588,0.09904516441993463,0.0968545751633987,0.07143282781862745,G-Transverse
0364.png,0.0,0.0,0.0,0.0,Healthy-pavement
0365.png,0.0,0.0,0.0,0.0,Healthy-pavement
0366.png,0.0,0.0,0.0,0.0,Healthy-pavement
0367.png,0.1999877450980392,0.1802792841094771,0.07734477124183006,0.05763631025326797,G-Transverse
0373.png,0.0,0.0,0.0,0.0,Healthy-pavement
0376.png,0.0,0.0,0.0,0.0,Healthy-pavement
0380.png,0.0,0.0,0.0,0.0,Healthy-pavement
0381.png,0.0,0.0,0.0,0.0,Healthy-pavement
0382.png,0.01667892156862745,0.016141837724673203,0.02656045751633987,0.026023373672385622,Healthy-pavement
0384.png,0.0,0.0,0.0,0.0,Healthy-pavement
0385.png,0.0,0.0,0.0,0.0,Healthy-pavement
0388.png,0.0,0.0,0.0,0.0,Healthy-pavement
0389.png,0.3879718137254902,0.26799850643382356,0.273406862745098,0.15343355545343135,G-alligator
0394.png,0.0,0.0,0.0,0.0,Healthy-pavement
0395.png,0.0,0.0,0.0,0.0,Healthy-pavement
0398.png,0.08857230392156863,0.07603230953839869,0.0867156862745098,0.07417569189133986,G-Transverse
0399.png,0.0,0.0,0.0,0.0,Healthy-pavement
0400.png,0.09061887254901961,0.0801015625,0.08122549019607843,0.07070818014705882,G-Longitudinal
0401.png,0.0,0.0,0.0,0.0,Healthy-pavement
0402.png,0.015625,0.015331954656862745,0.02343954248366013,0.023146497140522877,Healthy-pavement
0403.png,0.0,0.0,0.0,0.0,Healthy-pavement
0404.png,0.0,0.0,0.0,0.0,Healthy-pavement
0406.png,0.0,0.0,0.0,0.0,Healthy-pavement
0407.png,0.021875,0.020712903390522876,0.023431372549019606,0.022269275939542484,Healthy-pavement
0410.png,0.0,0.0,0.0,0.0,Healthy-pavement
0412.png,0.0,0.0,0.0,0.0,Healthy-pavement
0416.png,0.0,0.0,0.0,0.0,Healthy-pavement
0417.png,0.01875,0.018437410641339868,0.018758169934640523,0.01844558057598039,Healthy-pavement
0421.png,0.30020833333333335,0.2850607128267974,0.046070261437908495,0.03092264093137255,G-Transverse
0437.png,0.0,0.0,0.0,0.0,Healthy-pavement
0438.png,0.3895220588235294,0.33144851664624186,0.12812091503267975,0.07004737285539217,G-Transverse
0442.png,0.0,0.0,0.0,0.0,Healthy-pavement
0444.png,0.05260416666666667,0.04114982894199347,0.13826797385620915,0.12681363613153596,G-Longitudinal
0445.png,0.0,0.0,0.0,0.0,Healthy-pavement
0446.png,0.0,0.0,0.0,0.0,Healthy-pavement
0451.png,0.021348039215686274,0.020869549121732025,0.02187091503267974,0.02139242493872549,Healthy-pavement
0456.png,0.0,0.0,0.0,0.0,Healthy-pavement
0457.png,0.0,0.0,0.0,0.0,Healthy-pavement
0461.png,0.0,0.0,0.0,0.0,Healthy-pavement
0465.png,0.05417892156862745,0.04007799734477124,0.20619281045751633,0.19209188623366014,G-Longitudinal
0469.png,0.0,0.0,0.0,0.0,Healthy-pavement
0471.png,0.0,0.0,0.0,0.0,Healthy-pavement
0472.png,0.019816176470588236,0.019318218954248366,0.017173202614379084,0.016675245098039214,Healthy-pavement
0477.png,0.17869485294117646,0.15818626174428102,0.06172385620915033,0.041215265012254906,G-Transverse
0480.png,0.0,0.0,0.0,0.0,Healthy-pavement
0481.png,0.1250183823529412,0.11453650939542484,0.04843954248366013,0.03795766952614379,G-Transverse
0483.png,0.0,0.0,0.0,0.0,Healthy-pavement
0485.png,0.2908088235294118,0.27550499131944445,0.046070261437908495,0.030766429227941174,G-Transverse
0487.png,0.01769607843137255,0.017305504493464054,0.017957516339869282,0.017566942401960786,Healthy-pavement
0489.png,0.046348039215686275,0.03424009395424837,0.13979575163398691,0.127687806372549,G-Longitudinal
0490.png,0.0,0.0,0.0,0.0,Healthy-pavement
0492.png,0.20577205882352942,0.19229420700571898,0.04609477124183006,0.032616919424019605,G-Transverse
0497.png,0.0,0.0,0.0,0.0,Healthy-pavement
0499.png,0.43230392156862746,0.24858088235294118,0.3460375816993464,0.16231454248366012,G-alligator
0504.png,0.47125,0.39898039215686276,0.14297385620915032,0.07070424836601306,G-Transverse
0505.png,0.0,0.0,0.0,0.0,Healthy-pavement
0506.png,0.1994607843137255,0.17925446793300653,0.07422385620915033,0.054017539828431375,G-Transverse
0507.png,0.0,0.0,0.0,0.0,Healthy-pavement
0508.png,0.0,0.0,0.0,0.0,Healthy-pavement
0509.png,0.0,0.0,0.0,0.0,Healthy-pavement
0513.png,0.04064950980392157,0.033823657066993466,0.06795751633986928,0.06113166360294118,G-Longitudinal
0515.png,0.0,0.0,0.0,0.0,Healthy-pavement
0518.png,0.0,0.0,0.0,0.0,Healthy-pavement
0519.png,0.07660539215686274,0.06255263225081699,0.16482843137254902,0.15077567146650328,G-Longitudinal
0521.png,0.018235294117647058,0.0175613383374183,0.02185457516339869,0.021180619383169935,Healthy-pavement
0526.png,0.30205882352941177,0.2866279998978758,0.05077614379084967,0.03534532015931373,G-Transverse
0530.png,0.0,0.0,0.0,0.0,Healthy-pavement
0543.png,0.0,0.0,0.0,0.0,Healthy-pavement
0546.png,0.021348039215686274,0.020937844669117647,0.017973856209150325,0.0175636616625817,Healthy-pavement
0549.png,0.0421875,0.0263585324754902,0.396078431372549,0.3802494638480392,G-Longitudinal
0550.png,0.0,0.0,0.0,0.0,Healthy-pavement
0552.png,0.1078125,0.09903270526960785,0.06248366013071895,0.053703865400326796,G-Transverse
0556.png,0.0,0.0,0.0,0.0,Healthy-pavement
0557.png,0.0,0.0,0.0,0.0,Healthy-pavement
0558.png,0.0,0.0,0.0,0.0,Healthy-pavement
0560.png,0.0,0.0,0.0,0.0,Healthy-pavement
0562.png,0.0,0.0,0.0,0.0,Healthy-pavement
0563.png,0.0,0.0,0.0,0.0,Healthy-pavement
0565.png,0.0,0.0,0.0,0.0,Healthy-pavement
0570.png,0.0,0.0,0.0,0.0,Healthy-pavement
0575.png,0.20881740196078433,0.18113120404411764,0.08437091503267974,0.05668471711601307,G-Transverse
0576.png,0.08129289215686275,0.07490608404820262,0.033594771241830065,0.027207963133169935,G-Transverse
0579.png,0.24629901960784314,0.21790908394607844,0.14061274509803923,0.11222280943627452,G-Transverse
0582.png,0.21090073529411765,0.17882873774509805,0.12964052287581698,0.09756852532679737,G-Transverse
0591.png,0.0,0.0,0.0,0.0,Healthy-pavement
0592.png,0.01719362745098039,0.016959265216503268,0.017181372549019608,0.016947010314542484,Healthy-pavement
0594.png,0.3270955882352941,0.2847577614379085,0.10075980392156862,0.058421977124183004,G-Transverse
0596.png,0.029154411764705884,0.019623825571895424,0.09687091503267974,0.08734032883986928,G-Longitudinal
0601.png,0.0,0.0,0.0,0.0,Healthy-pavement
0602.png,0.0,0.0,0.0,0.0,Healthy-pavement
0603.png,0.0,0.0,0.0,0.0,Healthy-pavement
0604.png,0.21719975490196078,0.1655852992238562,0.302328431372549,0.2507139756944444,G-Longitudinal
0605.png,0.5096997549019607,0.3153903186274509,0.4014950980392157,0.20718566176470588,G-alligator
0607.png,0.2329718137254902,0.20542121119281045,0.12805555555555556,0.10050495302287582,G-Longitudinal
0608.png,0.3860049019607843,0.20785705167483656,0.3765359477124183,0.19838809742647057,G-alligator
0611.png,0.5128186274509804,0.31826526756535944,0.42262254901960783,0.2280691891339869,G-alligator
0614.png,0.0,0.0,0.0,0.0,Healthy-pavement
0615.png,0.0,0.0,0.0,0.0,Healthy-pavement
0621.png,0.0,0.0,0.0,0.0,Healthy-pavement
0623.png,0.0,0.0,0.0,0.0,Healthy-pavement
0626.png,0.09949142156862745,0.07340693933823529,0.19137254901960785,0.1652880667892157,G-Longitudinal
0627.png,0.0,0.0,0.0,0.0,Healthy-pavement
0628.png,0.0,0.0,0.0,0.0,Healthy-pavement
0629.png,0.0,0.0,0.0,0.0,Healthy-pavement
0634.png,0.0,0.0,0.0,0.0,Healthy-pavement
0635.png,0.01825980392156863,0.017839920343137257,0.020294117647058824,0.019874234068627452,Healthy-pavement
0641.png,0.049479166666666664,0.04055383220996732,0.15308823529411764,0.14416290083741828,G-Longitudinal
0643.png,0.08697303921568628,0.05608533752042484,0.3452369281045752,0.31434922640931373,G-Longitudinal
0644.png,0.0,0.0,0.0,0.0,Healthy-pavement
0647.png,0.0,0.0,0.0,0.0,Healthy-pavement
0649.png,0.0,0.0,0.0,0.0,Healthy-pavement
0650.png,0.0,0.0,0.0,0.0,Healthy-pavement
0654.png,0.0,0.0,0.0,0.0,Healthy-pavement
0657.png,0.0,0.0,0.0,0.0,Healthy-pavement
0665.png,0.0,0.0,0.0,0.0,Healthy-pavement
0666.png,0.0,0.0,0.0,0.0,Healthy-pavement
0670.png,0.040631127450980395,0.03101252297794118,0.10620915032679738,0.09659054585375816,G-Longitudinal
0671.png,0.04792892156862745,0.03649448529411765,0.0765359477124183,0.06510151143790849,G-Longitudinal
0674.png,0.0,0.0,0.0,0.0,Healthy-pavement
0679.png,0.0,0.0,0.0,0.0,Healthy-pavement
0680.png,0.04164828431372549,0.03208827359068628,0.10620915032679738,0.09664913960375816,G-Longitudinal
0684.png,0.0,0.0,0.0,0.0,Healthy-pavement
0685.png,0.0,0.0,0.0,0.0,Healthy-pavement
0687.png,0.0,0.0,0.0,0.0,Healthy-pavement
0689.png,0.028125,0.02655215992647059,0.015612745098039216,0.014039905024509804,Healthy-pavement
0690.png,0.0,0.0,0.0,0.0,Healthy-pavement
0692.png,0.0,0.0,0.0,0.0,Healthy-pavement
0693.png,0.0,0.0,0.0,0.0,Healthy-pavement
0698.png,0.0,0.0,0.0,0.0,Healthy-pavement
0699.png,0.0,0.0,0.0,0.0,Healthy-pavement
0700.png,0.025030637254901962,0.024386157066993465,0.027344771241830067,0.02670029105392157,Healthy-pavement
0701.png,0.0,0.0,0.0,0.0,Healthy-pavement
0702.png,0.0,0.0,0.0,0.0,Healthy-pavement
0704.png,0.0,0.0,0.0,0.0,Healthy-pavement
0707.png,0.0,0.0,0.0,0.0,Healthy-pavement
0711.png,0.13347426470588236,0.11759228196486929,0.0570343137254902,0.041152330984477126,G-Transverse
0712.png,0.0,0.0,0.0,0.0,Healthy-pavement
0716.png,0.0,0.0,0.0,0.0,Healthy-pavement
0717.png,0.01875,0.018261757046568627,0.01875,0.018261757046568627,Healthy-pavement
0721.png,0.2094607843137255,0.19059269046160132,0.055457516339869284,0.036589422487745105,G-Transverse
0724.png,0.0,0.0,0.0,0.0,Healthy-pavement
0725.png,0.0,0.0,0.0,0.0,Healthy-pavement
0727.png,0.12209558823529412,0.1029546058006536,0.10387254901960784,0.0847315665849673,G-Transverse
0731.png,0.07292892156862744,0.053525211907679726,0.10941176470588235,0.09000805504493464,G-Longitudinal
0732.png,0.2311887254901961,0.13713854421977123,0.23355392156862745,0.13950374029820262,G-alligator
0733.png,0.0,0.0,0.0,0.0,Healthy-pavement
0734.png,0.0,0.0,0.0,0.0,Healthy-pavement
0735.png,0.14073529411764707,0.12590835631127453,0.14369281045751633,0.1288658726511438,G-Transverse
0738.png,0.026580882352941176,0.02487164266748366,0.02343954248366013,0.021730302798202615,Healthy-pavement
0739.png,0.0,0.0,0.0,0.0,Healthy-pavement
0740.png,0.0,0.0,0.0,0.0,Healthy-pavement
0741.png,0.0,0.0,0.0,0.0,Healthy-pavement
0742.png,0.11618259803921568,0.08944438061683006,0.09527777777777778,0.06853956035539216,G-Longitudinal
0743.png,0.0,0.0,0.0,0.0,Healthy-pavement
0746.png,0.0,0.0,0.0,0.0,Healthy-pavement
0747.png,0.0,0.0,0.0,0.0,Healthy-pavement
0749.png,0.1782843137254902,0.15627979473039216,0.06094771241830065,0.03894319342320261,G-Transverse
0751.png,0.0,0.0,0.0,0.0,Healthy-pavement
0752.png,0.0,0.0,0.0,0.0,Healthy-pavement
0753.png,0.0,0.0,0.0,0.0,Healthy-pavement
0756.png,0.11741421568627451,0.09815594362745098,0.10152777777777777,0.08226950571895425,G-Transverse
0757.png,0.19374387254901962,0.12747532424428104,0.31716503267973856,0.250896484375,G-Longitudinal
0760.png,0.11883578431372549,0.09061270680147059,0.1812418300653595,0.1530187525531046,G-Longitudinal
0761.png,0.0,0.0,0.0,0.0,Healthy-pavement
0763.png,0.01875,0.018486328125,0.017965686274509805,0.017702014399509806,Healthy-pavement
0765.png,0.09013480392156863,0.06634745200163399,0.14061274509803923,0.11682539317810459,G-Longitudinal
0768.png,0.2047732843137255,0.1861005667892157,0.06562091503267974,0.046948197508169934,G-Transverse
0769.png,0.0,0.0,0.0,0.0,Healthy-pavement
0771.png,0.3860110294117647,0.20789237387663398,0.3749673202614379,0.19684866472630722,G-alligator
0772.png,0.0,0.0,0.0,0.0,Healthy-pavement
0774.png,0.0,0.0,0.0,0.0,Healthy-pavement
0776.png,0.021348039215686274,0.020810814950980392,0.018758169934640523,0.01822094566993464,Healthy-pavement
0777.png,0.0,0.0,0.0,0.0,Healthy-pavement
0781.png,0.0,0.0,0.0,0.0,Healthy-pavement
0783.png,0.0,0.0,0.0,0.0,Healthy-pavement
0786.png,0.0,0.0,0.0,0.0,Healthy-pavement
0787.png,0.0,0.0,0.0,0.0,Healthy-pavement
0788.png,0.0,0.0,0.0,0.0,Healthy-pavement
0794.png,0.0,0.0,0.0,0.0,Healthy-pavement
0795.png,0.0,0.0,0.0,0.0,Healthy-pavement
0801.png,0.060980392156862746,0.039886667687908495,0.14449346405228758,0.12339973958333333,G-Longitudinal
0804.png,0.049479166666666664,0.04049523845996732,0.15308823529411764,0.14410430708741828,G-Longitudinal
0811.png,0.14635416666666667,0.1356197278390523,0.05936274509803922,0.04862830627042484,G-Transverse
0813.png,0.0,0.0,0.0,0.0,Healthy-pavement
0814.png,0.11405637254901961,0.0760201184640523,0.21794117647058822,0.1799049223856209,G-Longitudinal
0816.png,0.0,0.0,0.0,0.0,Healthy-pavement
0818.png,0.0,0.0,0.0,0.0,Healthy-pavement
0823.png,0.0,0.0,0.0,0.0,Healthy-pavement
0824.png,0.0,0.0,0.0,0.0,Healthy-pavement
0827.png,0.0,0.0,0.0,0.0,Healthy-pavement
0831.png,0.0,0.0,0.0,0.0,Healthy-pavement
0834.png,0.015110294117647059,0.014817376429738563,0.019526143790849673,0.019233226102941176,Healthy-pavement
0840.png,0.0,0.0,0.0,0.0,Healthy-pavement
0846.png,0.0,0.0,0.0,0.0,Healthy-pavement
0852.png,0.0,0.0,0.0,0.0,Healthy-pavement
0855.png,0.00625,0.006064491421568628,0.01951797385620915,0.019332465277777777,Healthy-pavement
0856.png,0.0,0.0,0.0,0.0,Healthy-pavement
0861.png,0.025,0.020722822201797386,0.0937173202614379,0.08944014246323528,G-Longitudinal
0864.png,0.0,0.0,0.0,0.0,Healthy-pavement
0865.png,0.0,0.0,0.0,0.0,Healthy-pavement
0868.png,0.0,0.0,0.0,0.0,Healthy-pavement
0870.png,0.0,0.0,0.0,0.0,Healthy-pavement
0871.png,0.18912377450980392,0.1782930070465686,0.054673202614379086,0.04384243515114379,G-Transverse
0873.png,0.021348039215686274,0.020937844669117647,0.017973856209150325,0.0175636616625817,Healthy-pavement
0874.png,0.23767769607843137,0.21344753370098038,0.13045751633986927,0.10622735396241828,G-Transverse
0875.png,0.021875,0.020917700674019605,0.021102941176470588,0.020145641850490194,Healthy-pavement
0877.png,0.0,0.0,0.0,0.0,Healthy-pavement
0883.png,0.0,0.0,0.0,0.0,Healthy-pavement
0889.png,0.07501838235294117,0.05413975694444444,0.15312091503267974,0.13224228962418302,G-Longitudinal
0891.png,0.0302328431372549,0.029461345996732027,0.028888888888888888,0.028117391748366014,Healthy-pavement
0896.png,0.0,0.0,0.0,0.0,Healthy-pavement
0900.png,0.2244730392156863,0.15909722222222222,0.20623366013071895,0.1408578431372549,G-alligator
0905.png,0.0,0.0,0.0,0.0,Healthy-pavement
0907.png,0.08642156862745098,0.06133464818218955,0.16562091503267973,0.14053399458741828,G-Longitudinal
0908.png,0.0,0.0,0.0,0.0,Healthy-pavement
0909.png,0.0,0.0,0.0,0.0,Healthy-pavement
0910.png,0.03594362745098039,0.03472289879493464,0.03044934640522876,0.029228617749183006,Healthy-pavement
0912.png,0.20155637254901962,0.17877208435457517,0.08437091503267974,0.06158662683823529,G-Transverse
0916.png,0.0,0.0,0.0,0.0,Healthy-pavement
0917.png,0.0,0.0,0.0,0.0,Healthy-pavement
0918.png,0.0,0.0,0.0,0.0,Healthy-pavement
0919.png,0.0,0.0,0.0,0.0,Healthy-pavement
0923.png,0.06314950980392157,0.05393061938316994,0.0710702614379085,0.06185137101715686,G-Longitudinal
0926.png,0.0,0.0,0.0,0.0,Healthy-pavement
0931.png,0.5244791666666667,0.46876082516339873,0.11718137254901961,0.06146303104575164,G-Transverse
0938.png,0.0,0.0,0.0,0.0,Healthy-pavement
0939.png,0.2728553921568627,0.25297145629084966,0.08592320261437908,0.06603926674836601,G-Transverse
0940.png,0.0,0.0,0.0,0.0,Healthy-pavement
0944.png,0.017714460784313726,0.016816176470588237,0.024991830065359478,0.02409354575163399,Healthy-pavement
0946.png,0.10053921568627451,0.07132027420343137,0.20699346405228758,0.17777452256944443,G-Longitudinal
