name,MDS component 1,MDS component 2,MDS component 3,MDS component 4,Class
0103.png,-1.0402415299840093,-0.23371442711363877,-0.6181668768932834,-0.9361092307938312,G-Longitudinal
0107.png,-0.8218249323584821,-0.1196371957013943,-0.49060969523777614,0.10351237924092672,G-Longitudinal
0114.png,-0.20644902120021633,-0.9093846366717202,0.2237656545903682,0.586353838656245,Healthy-pavement
0117.png,-0.20644902120021633,-0.9093846366717202,0.2237656545903682,0.586353838656245,Healthy-pavement
0118.png,-0.20644902120021633,-0.9093846366717202,0.2237656545903682,0.586353838656245,Healthy-pavement
0124.png,-0.20644902120021633,-0.9093846366717202,0.2237656545903682,0.586353838656245,Healthy-pavement
0129.png,-0.1595855004054656,0.8885708126974037,-0.4105440128275073,1.397960105729407,G-Transverse
0130.png,-0.20644902120021646,-0.9093846366717201,0.2237656545903682,0.5863538386562447,Healthy-pavement
0136.png,-0.20644902120021646,-0.9093846366717201,0.2237656545903682,0.5863538386562447,Healthy-pavement
0137.png,0.38793731491939665,-0.17690875337428877,0.42229463880435225,0.3072823725244216,G-Longitudinal
0138.png,-0.5092714258205404,0.485329166069897,0.07531005711659249,0.4541282915296915,G-Transverse
0139.png,0.0916998568088487,3.528695785988374,-0.9484322346540471,-1.564684849135514,G-alligator
0142.png,-0.24785509937360872,-0.8648538448708541,0.2500322880330331,0.5947005335443132,Healthy-pavement
0144.png,-0.20644902120021635,-0.9093846366717196,0.22376565459036832,0.5863538386562448,Healthy-pavement
0151.png,-0.20644902120021638,-0.9093846366717201,0.22376565459036826,0.5863538386562448,Healthy-pavement
0154.png,-0.20644902120021638,-0.9093846366717201,0.22376565459036826,0.5863538386562448,Healthy-pavement
0155.png,-1.0232005482336748,-0.04795916992755021,0.2730489948203046,0.312427593083363,G-Transverse
0156.png,-0.20644902120021635,-0.9093846366717199,0.22376565459036826,0.5863538386562445,Healthy-pavement
0157.png,0.0026577288149135445,0.2522198951023766,0.6674008509326891,-0.055872592709340446,G-Transverse
0162.png,-0.08994956279360765,-0.81976816113175,0.2388087404579676,0.6367072942040723,Healthy-pavement
0163.png,-0.2064490212002164,-0.9093846366717199,0.22376565459036832,0.586353838656245,Healthy-pavement
0165.png,-0.2064490212002164,-0.9093846366717199,0.22376565459036832,0.586353838656245,Healthy-pavement
0169.png,-0.214253847471769,-0.6574770819144503,-0.43359258218058655,0.12245733606435398,G-Longitudinal
0170.png,-0.1574081245281107,-0.9229921317352824,0.20788201067345324,0.5525531066108891,Healthy-pavement
0173.png,-0.10750021620995848,-0.9084163874683823,0.16042136829346762,0.5097336441623406,Healthy-pavement
0174.png,-0.20644902120021633,-0.9093846366717201,0.22376565459036835,0.5863538386562448,Healthy-pavement
0177.png,-0.20644902120021633,-0.9093846366717201,0.22376565459036835,0.5863538386562448,Healthy-pavement
0179.png,-0.20644902120021633,-0.9093846366717201,0.22376565459036835,0.5863538386562448,Healthy-pavement
0181.png,-0.20644902120021633,-0.9093846366717201,0.22376565459036835,0.5863538386562448,Healthy-pavement
0185.png,-0.20644902120021633,-0.9093846366717201,0.22376565459036835,0.5863538386562448,Healthy-pavement
0186.png,-0.20644902120021633,-0.9093846366717201,0.22376565459036835,0.5863538386562448,Healthy-pavement
0194.png,-0.26146957618335254,-0.8675153751779953,0.21022847888090251,0.565458184305394,Healthy-pavement
0196.png,-0.24349241418319345,-0.8732226053843782,0.21764056630080356,0.6124895183711944,Healthy-pavement
0197.png,-0.20644902120021635,-0.9093846366717199,0.2237656545903682,0.5863538386562448,Healthy-pavement
0199.png,-0.20644902120021635,-0.9093846366717199,0.2237656545903682,0.5863538386562448,Healthy-pavement
0201.png,-0.20644902120021635,-0.9093846366717199,0.2237656545903682,0.5863538386562448,Healthy-pavement
0210.png,-0.20644902120021635,-0.9093846366717199,0.2237656545903682,0.5863538386562448,Healthy-pavement
0211.png,-0.20644902120021635,-0.9093846366717199,0.2237656545903682,0.5863538386562448,Healthy-pavement
0214.png,-0.15673615475717734,-0.8887416267456512,0.30134591136051286,0.5347492660524724,Healthy-pavement
0220.png,-0.20644902120021635,-0.9093846366717196,0.2237656545903684,0.586353838656245,Healthy-pavement
0221.png,-0.20644902120021635,-0.9093846366717196,0.2237656545903684,0.586353838656245,Healthy-pavement
0223.png,-0.20644902120021635,-0.9093846366717196,0.2237656545903684,0.586353838656245,Healthy-pavement
0224.png,-0.20644902120021635,-0.9093846366717196,0.2237656545903684,0.586353838656245,Healthy-pavement
0226.png,-0.20644902120021635,-0.9093846366717196,0.2237656545903684,0.586353838656245,Healthy-pavement
0227.png,-0.20644902120021635,-0.9093846366717196,0.2237656545903684,0.586353838656245,Healthy-pavement
0228.png,-0.20644902120021635,-0.9093846366717196,0.2237656545903684,0.586353838656245,Healthy-pavement
0229.png,-0.184650108245529,-0.8478211914509237,0.2550572919801554,0.6267485667942471,Healthy-pavement
0230.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036826,0.5863538386562448,Healthy-pavement
0236.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036826,0.5863538386562448,Healthy-pavement
0238.png,1.0470232041740004,0.20179614200223486,-0.1490620347720442,0.6679949509880141,G-Longitudinal
0240.png,-0.266828491536713,-0.45976173188714003,0.03929043673317362,-0.716484413483914,G-Transverse
0243.png,0.10979643220534209,0.19061932131492923,0.4746720333382585,-0.6598493899074974,G-Longitudinal
0244.png,-0.2064490212002164,-0.9093846366717196,0.22376565459036835,0.5863538386562451,Healthy-pavement
0249.png,-0.2064490212002164,-0.9093846366717196,0.22376565459036835,0.5863538386562451,Healthy-pavement
0250.png,-0.10284524155525347,-0.8781249863746652,0.2295968604382795,0.5946017821618459,Healthy-pavement
0259.png,-0.20644902120021646,-0.9093846366717204,0.22376565459036832,0.5863538386562448,Healthy-pavement
0260.png,-0.20644902120021638,-0.9093846366717201,0.2237656545903684,0.586353838656245,Healthy-pavement
0261.png,-0.20644902120021638,-0.9093846366717201,0.2237656545903684,0.586353838656245,Healthy-pavement
0277.png,-0.24907140676176498,-0.9070786510378865,0.17656301629914276,0.4938083581981467,Healthy-pavement
0280.png,0.18031782276042307,-0.3702620770510867,0.5318814572124022,0.15248256926839965,G-Longitudinal
0281.png,-0.24396269432067608,-0.8900883271844974,0.22880847572582558,0.5900892644699751,Healthy-pavement
0282.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036835,0.586353838656245,Healthy-pavement
0287.png,-0.34496143211688274,-0.08527474343289476,-0.7099682748213881,0.18144589954469045,G-Transverse
0289.png,0.04084832688343734,2.9124666717878305,-1.5052400435244326,-2.335734689576683,G-alligator
0291.png,-1.1027510776920717,0.3241000260775402,1.20308934506234,-1.5139024496918971,G-Transverse
0296.png,-0.2064490212002165,-0.9093846366717201,0.22376565459036826,0.5863538386562448,Healthy-pavement
0297.png,-0.2064490212002165,-0.9093846366717201,0.22376565459036826,0.5863538386562448,Healthy-pavement
0298.png,-0.2064490212002165,-0.9093846366717201,0.22376565459036826,0.5863538386562448,Healthy-pavement
0299.png,0.2506037725291822,-0.14813817156191528,0.04625175127182624,0.9864122569200248,G-Transverse
0300.png,-0.20644902120021646,-0.9093846366717204,0.22376565459036826,0.5863538386562449,Healthy-pavement
0301.png,-0.3294494212596465,6.355889163434071,-0.21324232970113516,-3.536924324167908,G-alligator
0303.png,-0.18812112971017497,-0.8552670836479813,0.14414744033139312,0.6461842826397343,Healthy-pavement
0304.png,-0.20644902120021646,-0.9093846366717202,0.22376565459036832,0.5863538386562449,Healthy-pavement
0305.png,-0.20644902120021646,-0.9093846366717202,0.22376565459036832,0.5863538386562449,Healthy-pavement
0306.png,-0.20644902120021646,-0.9093846366717202,0.22376565459036832,0.5863538386562449,Healthy-pavement
0307.png,-0.20644902120021646,-0.9093846366717202,0.22376565459036832,0.5863538386562449,Healthy-pavement
0309.png,-0.17747081450260285,-0.8860446105808233,0.19211830282248757,0.6134972238919065,Healthy-pavement
0310.png,-0.1387061069005333,-0.9106877639200488,0.24183693852827456,0.5390019151783848,Healthy-pavement
0312.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562448,Healthy-pavement
0314.png,-0.8419676526252631,0.13597433680939208,-0.6105766343511477,-0.08632524677713853,G-Longitudinal
0316.png,-0.20644902120021635,-0.9093846366717201,0.2237656545903682,0.5863538386562448,Healthy-pavement
0319.png,-0.20644902120021635,-0.9093846366717201,0.2237656545903682,0.5863538386562448,Healthy-pavement
0323.png,-0.3288392582287428,-0.40721600295810134,0.5809239471915996,-0.4242872371530929,G-Transverse
0327.png,-0.26643616459045666,-0.5854230178467881,-0.6132309427264115,-0.251042551955962,G-Transverse
0328.png,-0.1364495295374178,-0.8546673695308848,0.18180759842213473,0.6378268955922707,Healthy-pavement
0333.png,-0.18898079415281466,-0.9207415839154893,0.21644508944241067,0.5621399979684489,Healthy-pavement
0334.png,0.11100647958403514,0.1803402642275874,-0.240132096708518,0.17321921029804707,G-Transverse
0336.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562448,Healthy-pavement
0339.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562448,Healthy-pavement
0345.png,-0.09011885895554105,-0.7695349751420117,0.03474494107814887,0.6040744445768096,G-Longitudinal
0346.png,-0.18530393034251863,-0.9179516060303073,0.2315732965183855,0.5662628672325897,Healthy-pavement
0351.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562449,Healthy-pavement
0353.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562449,Healthy-pavement
0355.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562449,Healthy-pavement
0356.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562449,Healthy-pavement
0357.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562449,Healthy-pavement
0361.png,-0.2555447287749902,-0.2150466803843797,-0.28542654322953676,-0.12447356349833576,G-Transverse
0364.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562448,Healthy-pavement
0365.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562448,Healthy-pavement
0366.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562448,Healthy-pavement
0367.png,0.07949734992958593,-0.5561529163210157,0.18743349293233932,-0.2497596768908199,G-Transverse
0373.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562448,Healthy-pavement
0376.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562448,Healthy-pavement
0380.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562448,Healthy-pavement
0381.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036832,0.5863538386562448,Healthy-pavement
0382.png,-0.208499853611912,-0.8661843323898933,0.17991528548871324,0.6286088847550931,Healthy-pavement
0384.png,-0.20644902120021635,-0.9093846366717202,0.22376565459036832,0.5863538386562447,Healthy-pavement
0385.png,-0.20644902120021635,-0.9093846366717202,0.22376565459036832,0.5863538386562447,Healthy-pavement
0388.png,-0.20644902120021635,-0.9093846366717202,0.22376565459036832,0.5863538386562447,Healthy-pavement
0389.png,2.0493570138857735,1.9823111934941877,-0.14744470469329887,-1.954293156979002,G-alligator
0394.png,-0.20644902120021633,-0.9093846366717201,0.2237656545903682,0.5863538386562446,Healthy-pavement
0395.png,-0.20644902120021633,-0.9093846366717201,0.2237656545903682,0.5863538386562446,Healthy-pavement
0398.png,-0.5400871662806125,-0.4038035934212297,-0.06623080730233505,0.46625778311405924,G-Transverse
0399.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036826,0.5863538386562445,Healthy-pavement
0400.png,0.06844847018818712,-0.5318318619366194,0.022405506442678896,0.4914242953296357,G-Longitudinal
0401.png,-0.20644902120021633,-0.9093846366717202,0.22376565459036826,0.5863538386562448,Healthy-pavement
0402.png,-0.24291775794812875,-0.9103834499549592,0.2291948820061447,0.5463364967813776,Healthy-pavement
0403.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036826,0.5863538386562446,Healthy-pavement
0404.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036826,0.5863538386562446,Healthy-pavement
0406.png,-0.2064490212002164,-0.9093846366717202,0.22376565459036835,0.5863538386562446,Healthy-pavement
0407.png,-0.18510088898881438,-0.83325669536719,0.3051080999463293,0.5891530772235123,Healthy-pavement
0410.png,-0.20644902120021635,-0.9093846366717201,0.2237656545903682,0.5863538386562449,Healthy-pavement
0412.png,-0.20644902120021635,-0.9093846366717201,0.2237656545903682,0.5863538386562449,Healthy-pavement
0416.png,-0.20644902120021635,-0.9093846366717201,0.2237656545903682,0.5863538386562449,Healthy-pavement
0417.png,-0.1474814594796319,-0.9077349471555601,0.23405168223566128,0.5825378541413508,Healthy-pavement
0421.png,-0.1140401174431501,-0.9041978826729457,0.221492309541565,-0.399636712914315,G-Transverse
0437.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036835,0.5863538386562447,Healthy-pavement
0438.png,0.9845473211811467,0.7107960059403885,1.5494738328704323,-0.9094220845992811,G-Transverse
0442.png,-0.20644902120021635,-0.9093846366717201,0.2237656545903682,0.5863538386562446,Healthy-pavement
0444.png,-0.7105501660180338,-0.46309359421612456,-0.01735070031854327,0.3964824214908945,G-Longitudinal
0445.png,-0.20644902120021635,-0.9093846366717199,0.22376565459036826,0.5863538386562448,Healthy-pavement
0446.png,-0.20644902120021635,-0.9093846366717199,0.22376565459036826,0.5863538386562448,Healthy-pavement
0451.png,-0.15728699567059298,-0.9282256551458625,0.18438801014647002,0.555803955791926,Healthy-pavement
0456.png,-0.2064490212002164,-0.9093846366717202,0.22376565459036832,0.5863538386562447,Healthy-pavement
0457.png,-0.2064490212002164,-0.9093846366717202,0.22376565459036832,0.5863538386562447,Healthy-pavement
0461.png,-0.2064490212002164,-0.9093846366717202,0.22376565459036832,0.5863538386562447,Healthy-pavement
0465.png,-0.9291298138392332,-0.443028411097119,-0.29792090359788015,0.38849311754162585,G-Longitudinal
0469.png,-0.2064490212002164,-0.9093846366717202,0.22376565459036826,0.5863538386562447,Healthy-pavement
0471.png,-0.2064490212002164,-0.9093846366717202,0.22376565459036826,0.5863538386562447,Healthy-pavement
0472.png,-0.17742884090297079,-0.8899923635065453,0.27473225693114467,0.5659484159006039,Healthy-pavement
0477.png,0.007054867353284816,-0.22071972457285333,-0.439212179446532,0.375899188485595,G-Transverse
0480.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036832,0.5863538386562446,Healthy-pavement
0481.png,-0.11966825278877356,-0.5082296353323223,-0.1937857188742268,0.6097725470508863,G-Transverse
0483.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036826,0.5863538386562448,Healthy-pavement
0485.png,0.5754082093123559,-0.8309587642945888,-0.10562849654123228,0.099538499354917,G-Transverse
0487.png,-0.2544250298102701,-0.9030034646648224,0.20162850818350447,0.5581227190481043,Healthy-pavement
0489.png,-0.09564777606550545,-0.8353451619922677,0.06923161487912474,-0.10807008183124492,G-Longitudinal
0490.png,-0.20644902120021635,-0.9093846366717199,0.2237656545903682,0.5863538386562446,Healthy-pavement
0492.png,-0.41542830891098126,-0.16945926562666722,0.18537185191028988,0.6774174750512278,G-Transverse
0497.png,-0.20644902120021635,-0.9093846366717199,0.2237656545903682,0.5863538386562449,Healthy-pavement
0499.png,-0.4207523583936283,4.35629910233365,0.2948217250286277,-3.3250640055253173,G-alligator
0504.png,-0.9748428966800041,2.3515460242871553,-0.595946064969999,0.8871028106202856,G-Transverse
0505.png,-0.20644902120021633,-0.9093846366717201,0.2237656545903682,0.586353838656245,Healthy-pavement
0506.png,-0.03761585989535758,-0.5385970233304107,0.005914928280721924,-0.26590778851658264,G-Transverse
0507.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036826,0.5863538386562451,Healthy-pavement
0508.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036826,0.5863538386562451,Healthy-pavement
0509.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036826,0.5863538386562451,Healthy-pavement
0513.png,0.09430864653172255,-0.7686752995919354,0.11889254859323803,0.4027725704045993,G-Longitudinal
0515.png,-0.20644902120021635,-0.9093846366717201,0.2237656545903682,0.586353838656245,Healthy-pavement
0518.png,-0.2064490212002164,-0.9093846366717202,0.22376565459036832,0.5863538386562448,Healthy-pavement
0519.png,-0.8051943396296425,-0.7016635506131477,-0.28868138292228024,0.03540069503753375,G-Longitudinal
0521.png,-0.20298498429101722,-0.8921091579438006,0.27834461941413313,0.5363448518610608,Healthy-pavement
0526.png,0.5373773450443068,-0.7812643092554005,-0.3241464193896049,0.2368145555026947,G-Transverse
0530.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036826,0.5863538386562451,Healthy-pavement
0543.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036826,0.5863538386562451,Healthy-pavement
0546.png,-0.18673073138975926,-0.8676839192628113,0.2575487012307335,0.6139596005239989,Healthy-pavement
0549.png,1.2150613304183182,-0.6449581815760632,-0.0984106993368746,0.8188556505737082,G-Longitudinal
0550.png,-0.20644902120021635,-0.9093846366717202,0.22376565459036832,0.5863538386562449,Healthy-pavement
0552.png,-0.4439259465271699,-0.5566317004102762,0.17919553037802177,0.3870808310107143,G-Transverse
0556.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036832,0.586353838656245,Healthy-pavement
0557.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036832,0.586353838656245,Healthy-pavement
0558.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036832,0.586353838656245,Healthy-pavement
0560.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036832,0.586353838656245,Healthy-pavement
0562.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036832,0.586353838656245,Healthy-pavement
0563.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036832,0.586353838656245,Healthy-pavement
0565.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036832,0.586353838656245,Healthy-pavement
0570.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036832,0.586353838656245,Healthy-pavement
0575.png,-0.6801987937233891,-0.0016484133555250504,0.2670085841710386,-0.26730030534652505,G-Transverse
0576.png,-0.43523135690311393,-0.5795018061123783,0.12615705852341438,0.6280041924632569,G-Transverse
0579.png,0.35425609502909405,-0.29527436442030397,0.5806520020430825,-0.4630741822010523,G-Transverse
0582.png,-0.4990695982437692,0.37375472409171745,0.18175189630301414,0.09198674557563748,G-Transverse
0591.png,-0.20644902120021635,-0.9093846366717201,0.22376565459036832,0.586353838656245,Healthy-pavement
0592.png,-0.20315966641471525,-0.9127701609286152,0.2517086710149642,0.5521976058804511,Healthy-pavement
0594.png,-0.5019662819042379,-0.3050506813232717,0.4519588311903871,-1.584539120635076,G-Transverse
0596.png,0.07761888964358238,-0.637879237646158,0.5933773557656388,0.32212768999598246,G-Longitudinal
0601.png,-0.20644902120021627,-0.9093846366717202,0.22376565459036832,0.586353838656245,Healthy-pavement
0602.png,-0.20644902120021627,-0.9093846366717202,0.22376565459036832,0.586353838656245,Healthy-pavement
0603.png,-0.20644902120021627,-0.9093846366717202,0.22376565459036832,0.586353838656245,Healthy-pavement
0604.png,0.4901057736010289,0.947695578586012,-1.3423484620464339,0.8149280492389714,G-Longitudinal
0605.png,-0.748217231406452,4.236423129464169,-2.333057383228499,-3.3529237341772307,G-alligator
0607.png,-0.023813602170298206,-0.4689662777062475,-0.33229915062649634,-0.5156020327750359,G-Longitudinal
0608.png,1.4702034461957438,3.376432185405262,-1.8242926269721582,-3.2133534061567683,G-alligator
0611.png,1.9502822173370502,3.3379520060231997,-0.47974505448198584,-4.479288810106135,G-alligator
0614.png,-0.20644902120021635,-0.9093846366717201,0.2237656545903682,0.586353838656245,Healthy-pavement
0615.png,-0.20644902120021635,-0.9093846366717201,0.2237656545903682,0.586353838656245,Healthy-pavement
0621.png,-0.20644902120021635,-0.9093846366717201,0.2237656545903682,0.586353838656245,Healthy-pavement
0623.png,-0.20644902120021635,-0.9093846366717201,0.2237656545903682,0.586353838656245,Healthy-pavement
0626.png,0.6062169085735126,0.05191341329609256,-0.3229829521453812,0.7302437863610315,G-Longitudinal
0627.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036826,0.5863538386562449,Healthy-pavement
0628.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036826,0.5863538386562449,Healthy-pavement
0629.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036826,0.5863538386562449,Healthy-pavement
0634.png,-0.2064490212002164,-0.9093846366717201,0.22376565459036826,0.5863538386562449,Healthy-pavement
0635.png,-0.17088024855353373,-0.9273926786867895,0.19812559374440397,0.54881960974937,Healthy-pavement
0641.png,-0.6865517612136947,-0.7156205199660508,-0.11972906432014009,0.3004756690244891,G-Longitudinal
0643.png,-0.27409581937472843,0.529173415058958,-0.6020962597433039,1.1453634657726786,G-Longitudinal
0644.png,-0.20644902120021633,-0.9093846366717201,0.2237656545903682,0.5863538386562447,Healthy-pavement
0647.png,-0.20644902120021633,-0.9093846366717201,0.2237656545903682,0.5863538386562447,Healthy-pavement
0649.png,-0.20644902120021633,-0.9093846366717201,0.2237656545903682,0.5863538386562447,Healthy-pavement
0650.png,-0.20644902120021633,-0.9093846366717201,0.2237656545903682,0.5863538386562447,Healthy-pavement
0654.png,-0.20644902120021633,-0.9093846366717201,0.2237656545903682,0.5863538386562447,Healthy-pavement
0657.png,-0.20644902120021633,-0.9093846366717201,0.2237656545903682,0.5863538386562447,Healthy-pavement
0665.png,-0.20644902120021633,-0.9093846366717201,0.2237656545903682,0.5863538386562447,Healthy-pavement
0666.png,-0.20644902120021635,-0.9093846366717196,0.2237656545903682,0.5863538386562448,Healthy-pavement
0670.png,-0.4944897203922053,-0.678765973525407,0.013604929698864591,0.20711084124523194,G-Longitudinal
0671.png,-0.1669474428345175,-0.5256034639490026,-0.147601157067143,0.4251598961930688,G-Longitudinal
0674.png,-0.2064490212002164,-0.9093846366717202,0.22376565459036812,0.5863538386562447,Healthy-pavement
0679.png,-0.2064490212002164,-0.9093846366717202,0.22376565459036812,0.586353838656245,Healthy-pavement
0680.png,-0.525059292665265,-0.6377234281743305,-0.017144818928193216,0.28404311966526735,G-Longitudinal
0684.png,-0.20644902120021633,-0.9093846366717199,0.22376565459036812,0.586353838656245,Healthy-pavement
0685.png,-0.20644902120021633,-0.9093846366717199,0.22376565459036812,0.586353838656245,Healthy-pavement
0687.png,-0.20644902120021633,-0.9093846366717199,0.22376565459036812,0.586353838656245,Healthy-pavement
0689.png,-0.15992268535848353,-0.8495038254746338,0.30252782444655985,0.5354703414626195,Healthy-pavement
0690.png,-0.20644902120021635,-0.9093846366717199,0.2237656545903682,0.586353838656245,Healthy-pavement
0692.png,-0.20644902120021635,-0.9093846366717199,0.2237656545903682,0.586353838656245,Healthy-pavement
0693.png,-0.20644902120021635,-0.9093846366717199,0.2237656545903682,0.586353838656245,Healthy-pavement
0698.png,-0.20644902120021635,-0.9093846366717199,0.2237656545903682,0.586353838656245,Healthy-pavement
0699.png,-0.20644902120021635,-0.9093846366717199,0.2237656545903682,0.586353838656245,Healthy-pavement
