name,principal component 1,principal component 2,principal component 3,principal component 4,Class
0081.png,-0.9099317539813124,-0.029927574212841458,0.13813804611093947,0.05951036881351297,G-Longitudinal
0082.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0083.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0085.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0086.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0088.png,-0.7610272943881394,-0.037313487813041016,0.24722349474065355,0.12976368732013213,G-Longitudinal
0096.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0098.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0102.png,-0.13082636427821945,0.09045895801675505,0.09616569388453311,-0.41953495939492247,G-Longitudinal
0103.png,0.14664474084549023,0.06778604520876247,0.7759771886710131,0.4605549240299713,G-Longitudinal
0107.png,-0.25003341866732354,-0.023894993563223384,0.6488626745148154,-0.3974283316443624,G-Longitudinal
0114.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0117.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0118.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0124.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0129.png,0.055748184942989686,-0.1206050694233879,-0.2142462220503728,-0.6491763907765259,G-Transverse
0130.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0136.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0137.png,-0.38169258668441863,0.04721187290998109,-0.2938037782950791,0.16259336391075926,G-Longitudinal
0138.png,-0.029466840507360256,-0.4503145714084635,0.059056671280504035,0.26265413599760934,G-Transverse
0139.png,3.7013288926472208,0.492632026614731,0.13418201509836053,-0.6248939128645215,G-alligator
0142.png,-1.0696548577113187,0.010955227604873937,-0.01284406324442018,-0.0064970988071049824,Healthy-pavement
0144.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0151.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0154.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0155.png,-0.4578755848276405,-0.07214293756436314,-0.021483591176169593,-0.39391859628255255,G-Transverse
0156.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0157.png,-0.03084647187121769,0.6817226062736877,0.05871936827775753,0.037202078941689136,G-Transverse
0162.png,-1.0277465128291143,0.03405068128237104,-0.05280310531233599,0.02646702177112009,Healthy-pavement
0163.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0165.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0169.png,-0.5980898132844676,0.06138380769218603,0.3518068505116211,0.25951839536482274,G-Longitudinal
0170.png,-1.0710401499559659,0.006475349387666509,-0.018940423353102094,0.007699371022186409,Healthy-pavement
0173.png,-1.026944784278792,-0.006863972673763094,-0.04371598950828165,-0.025532585015918853,Healthy-pavement
0174.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0177.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0179.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0181.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0185.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0186.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0194.png,-1.0566021730961168,-0.014886698502387118,-0.027462506986796267,-0.017330774511812568,Healthy-pavement
0196.png,-1.0749970000693356,0.0041864110086012336,-0.019441033431590343,-0.008641816891294405,Healthy-pavement
0197.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0199.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0201.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0210.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0211.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0214.png,-1.0535492092366343,0.006639138708848322,-0.0517612162540411,-0.004449099562734102,Healthy-pavement
0220.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0221.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0223.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0224.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0226.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0227.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0228.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0229.png,-1.0620011936389138,-0.0178409820024417,-0.04741312758076119,-0.005027677596339371,Healthy-pavement
0230.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0236.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0238.png,0.009475290185809272,0.22412990677629832,-0.11867435025712934,0.2933263496091972,G-Longitudinal
0240.png,-0.13066095964028557,-0.3787944675945733,-0.04682792723915386,-0.23266220038950544,G-Transverse
0243.png,0.3064735816864737,-0.022490807684744037,-0.3114027506284541,-0.118925125025403,G-Longitudinal
0244.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0249.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0250.png,-1.0520811280970641,-0.012308053080550005,-0.04249060539466236,0.02482983617454209,Healthy-pavement
0259.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0260.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0261.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0277.png,-1.0444015960222026,-0.015427479029124093,-0.0016185053602588595,0.013071867595325023,Healthy-pavement
0280.png,-0.5006941083401412,0.10400753229087412,-0.28066026169411135,-0.03853044393184269,G-Longitudinal
0281.png,-1.0790406574632,-0.0065989080657127145,-0.022767102698164975,-0.0013239552470178982,Healthy-pavement
0282.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0287.png,-0.18591636167595635,-0.5135753001854617,-0.022322523082701853,0.16450623912702492,G-Transverse
0289.png,3.7463351261496203,-0.6786895574650122,0.10505512687295743,-0.5598689875283152,G-alligator
0291.png,0.5947567614236436,-0.9328950760596348,-0.09087096875589763,-0.31683650920142153,G-Transverse
0296.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0297.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0298.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0299.png,-0.561838740263348,-0.23981834174401145,0.019838664703495896,0.056670494797913806,G-Transverse
0300.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0301.png,6.890505832117571,0.2036204503618322,1.1033360481979062,0.2656772825108313,G-alligator
0303.png,-1.0554190380086572,0.029396855663628308,-0.009274902769133826,0.0077585640809424965,Healthy-pavement
0304.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0305.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0306.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0307.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0309.png,-1.0719389227020344,-0.01265941233384237,-0.025124367558484493,0.02112795030108564,Healthy-pavement
0310.png,-1.058668132902655,-0.014564032955413584,-0.04702835267379888,0.0011197601774049894,Healthy-pavement
0312.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0314.png,0.044376087643504376,-0.1907223347520183,0.762436096504671,-0.18547890637208214,G-Longitudinal
0316.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0319.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0323.png,-0.3561986765315671,0.3962188043638906,0.053877838700854386,-0.04435069097823272,G-Transverse
0327.png,-0.31405465713111635,0.08262197534840496,0.13314633132437304,-0.3250686060019857,G-Transverse
0328.png,-1.0534382507932551,0.01279240842931799,-0.01940082070768429,0.02981996768150735,Healthy-pavement
0333.png,-1.078280027173684,-0.002925952140878788,-0.033747114410335226,-0.0030174630453111777,Healthy-pavement
0334.png,-0.0664695693347601,0.49062888712949854,0.14702448849726704,0.16600960491376304,G-Transverse
0336.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0339.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0345.png,-0.9487979092618856,-0.029051818902733315,0.026372433643714246,0.08956707134490215,G-Longitudinal
0346.png,-1.0800379066445218,0.0007308939878648177,-0.032186988806369075,-0.0013596010023659369,Healthy-pavement
0351.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0353.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0355.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0356.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0357.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0361.png,-0.2382732221224381,-0.296507097843686,0.11260457541635266,-0.29793526343538,G-Transverse
0364.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0365.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0366.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0367.png,-0.42510529585889273,-0.055766675073808045,-0.18937949826213316,-0.20890028080061265,G-Transverse
0373.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0376.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0380.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0381.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0382.png,-1.0662893417893184,-0.009241030101610702,-0.025874055163198944,-0.0005786184533560638,Healthy-pavement
0384.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0385.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0388.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0389.png,2.921657969710464,0.7327982804744235,0.2908092733503617,-0.4886838161944564,G-alligator
0394.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0395.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0398.png,-0.6751165559930447,-0.06501164049949643,0.2993458870136543,-0.011440188934073022,G-Transverse
0399.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0400.png,-0.7278878279882094,-0.03256370520441526,-0.0010532566417272918,0.15766471314265118,G-Longitudinal
0401.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0402.png,-1.0745031123788649,-0.01068168002554308,-0.018946971423409613,-0.005040467272487108,Healthy-pavement
0403.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0404.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0406.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0407.png,-1.0452889265343546,-0.010167785000540044,-0.05007055078079278,0.0037671493490823564,Healthy-pavement
0410.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0412.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0416.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0417.png,-1.0743283660603489,0.005243966760391362,-0.035584202795112416,-0.0009631004332110675,Healthy-pavement
0421.png,-0.5676067081816629,-0.2321709153019479,-0.10233680033798367,0.021303888877938094,G-Transverse
0437.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0438.png,0.8652029127381332,-0.8994022155974701,0.02157741852202769,-0.02324178473264355,G-Transverse
0442.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0444.png,-0.7031872026979926,-0.19204215468327385,0.2855927493339881,-0.19257500110652012,G-Longitudinal
0445.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0446.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0451.png,-1.069167542427457,0.0038727761803234073,-0.04111462064535721,-0.012329797122001234,Healthy-pavement
0456.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0457.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0461.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0465.png,-0.6217645836284442,-0.10427471919370701,0.45332201127846583,-0.3532384475554342,G-Longitudinal
0469.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0471.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0472.png,-1.0679522423946497,-0.015071059273726617,-0.04096691446583479,-0.0059856456554851336,Healthy-pavement
0477.png,-0.3980132281691146,-0.3406390956135367,-0.06388751653264049,0.1478412420385129,G-Transverse
0480.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0481.png,-0.7381598630246385,-0.1285743774941205,0.06068939035841743,0.1045825996886932,G-Transverse
0483.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0485.png,-0.578322676873205,0.2065100313292621,-0.09095313145886243,-0.026223468047990285,G-Transverse
0487.png,-1.0717438078632608,0.008017178072376454,-0.01353117701221654,-0.011171714171511516,Healthy-pavement
0489.png,-0.6827064460494959,0.1741558751929506,0.06584787278430573,0.09593711513853954,G-Longitudinal
0490.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0492.png,-0.6272726180607571,-0.30799874479677786,0.03881210499668215,0.059867796156308446,G-Transverse
0497.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0499.png,5.058628519439788,0.6110008005306179,0.3958741959583261,-0.12880429244839525,G-alligator
0504.png,1.32256579033142,1.7217770040713447,0.1466772128448667,0.19202142577979603,G-Transverse
0505.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0506.png,-0.4095715309795813,-0.13158399506366755,-0.19792541496100557,-0.23075078061446236,G-Transverse
0507.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0508.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0509.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0513.png,-0.8543043030258787,0.10513775153901585,-0.018541417427805244,0.1077641890958911,G-Longitudinal
0515.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0518.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0519.png,-0.628123070851524,0.14106564124453086,0.36870123799609744,-0.4126393653545467,G-Longitudinal
0521.png,-1.0622473807166999,-0.010627111352101808,-0.039071513317872356,0.0014963119214422475,Healthy-pavement
0526.png,-0.5752262429231358,0.19699740923583323,0.03340410319972469,0.011043428696825387,G-Transverse
0530.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0543.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0546.png,-1.071098167314472,0.008914267344340279,-0.03236341012744758,0.001120289415559845,Healthy-pavement
0549.png,-0.5500561131073374,0.03856694039299957,-0.3554258272864746,-0.04711855491048063,G-Longitudinal
0550.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0552.png,-0.7889946008236401,-0.17822261967740305,0.11022454523441054,-0.04640073405306929,G-Transverse
0556.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0557.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0558.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0560.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0562.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0563.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0565.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0570.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0575.png,-0.17125967499591127,0.4387200484690369,0.3054215924168806,-0.13029937851314,G-Transverse
0576.png,-0.8729620113676954,-0.13413898456257803,0.09070203379459504,0.030466832326976737,G-Transverse
0579.png,-0.13710280646200415,0.5268320438886556,-0.05037881559904518,-0.004219687334627733,G-Transverse
0582.png,-0.005864661485123683,-0.30126573822911923,0.08735250168030154,0.05732188520446472,G-Transverse
0591.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0592.png,-1.0765067990635475,-0.0070398831095414205,-0.034254922596488796,0.0011623365126193187,Healthy-pavement
0594.png,0.33299910404470795,0.034215910434125106,-0.21607943020361348,-0.6053919199967064,G-Transverse
0596.png,-0.7615256305766558,0.03664254178684659,-0.23491888223751173,0.011877108675663727,G-Longitudinal
0601.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0602.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0603.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0604.png,0.6497853788761463,-0.501062912540998,0.5834987072604036,0.6687684655120603,G-Longitudinal
0605.png,5.393962267072665,0.6171560094131836,0.14549932390551107,0.26085711762947067,G-alligator
0607.png,-0.16281051653343587,0.19091822377051237,0.22606439616208338,0.07677887425950149,G-Longitudinal
0608.png,4.878380014539837,0.3596631181834092,0.4433009295870453,0.0018148102330525714,G-alligator
0611.png,5.437292813204405,-0.5112624636761469,0.11391705751330708,0.2840158606377206,G-alligator
0614.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0615.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0621.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0623.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0626.png,-0.20262932158790758,-0.0762034479002638,-0.09647553038338406,0.5471033956949293,G-Longitudinal
0627.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0628.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0629.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0634.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0635.png,-1.0706658915507203,-0.0036258384524452025,-0.04119946957894317,-0.013023205896980392,Healthy-pavement
0641.png,-0.7918192414009871,-0.03288106785251699,0.25195186325493935,-0.2007667149428759,G-Longitudinal
0643.png,-0.08395288659990145,0.08608429669657942,-0.28035444249985597,-0.40835279645420575,G-Longitudinal
0644.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0647.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0649.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0650.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0654.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0657.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0665.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0666.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
0670.png,-0.7705548131936723,0.07115456114986628,0.24609296737677028,-0.16675561208283476,G-Longitudinal
0671.png,-0.7019934051019889,-0.05920664331535396,0.19773006715031624,0.13780247702051976,G-Longitudinal
0674.png,-1.0847606063514732,-0.0032538763129996897,-0.028878872552440295,0.0005723739042338436,Healthy-pavement
