name,LDA component 1,LDA component 2,Class
0238.png,-1.7329550417821515,1.7085345745495175,G-Longitudinal
0240.png,-0.5956830075823518,-2.114393090528292,G-Transverse
0243.png,-1.2109917115617321,2.0692252923096177,G-Longitudinal
0244.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0249.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0250.png,-3.5789271635366404,0.1287556331281614,Healthy-pavement
0259.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0260.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0261.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0277.png,-4.443080136385397,1.6284545673110635,Healthy-pavement
0280.png,-2.7369943575322893,4.102835172076464,G-Longitudinal
0281.png,-2.603083628914085,-0.22073704136544237,Healthy-pavement
0282.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0287.png,-0.2136879247126755,-2.3150582327204585,G-Transverse
0289.png,14.185281130519044,-0.6290378667644205,G-alligator
0291.png,-1.3447615490658853,-2.6474712119386297,G-Transverse
0296.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0297.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0298.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0299.png,-0.02467073516930185,-2.6337782835363335,G-Transverse
0300.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0301.png,15.586259188432479,-0.15308126494900876,G-alligator
0303.png,-3.101109584622357,-0.6659106736482734,Healthy-pavement
0304.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0305.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0306.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0307.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0309.png,-4.524556191488301,0.4743217455958977,Healthy-pavement
0310.png,-3.054811732708245,0.27676661502730937,Healthy-pavement
0312.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0314.png,-1.3534185787837316,3.4028272852982617,G-Longitudinal
0316.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0319.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0323.png,-1.081576862303777,-4.27917817160805,G-Transverse
0327.png,-1.4289172418733997,-2.810262169467869,G-Transverse
0328.png,-3.142815478546403,-0.5302812805178867,Healthy-pavement
0333.png,-3.735918868481498,0.10186354875282788,Healthy-pavement
0334.png,-1.5638943660638116,-2.288676126801187,G-Transverse
0336.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0339.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0345.png,-3.7905223025314996,2.486748901237103,G-Longitudinal
0346.png,-3.6239433324090626,0.09341191534373294,Healthy-pavement
0351.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0353.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0355.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0356.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0357.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0361.png,-0.6680778842795618,-2.5207855073755994,G-Transverse
0364.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0365.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0366.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0367.png,-2.135715133043206,-2.2107213732453275,G-Transverse
0373.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0376.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0380.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0381.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0382.png,-3.6749595961568176,1.208714708617503,Healthy-pavement
0384.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0385.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0388.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0389.png,13.990259160169472,0.8987963531890131,G-alligator
0394.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0395.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0398.png,-2.19001536237338,-3.0934155218149506,G-Transverse
0399.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0400.png,-1.9344278231511076,2.0008661706016566,G-Longitudinal
0401.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0402.png,-3.8777921080891034,0.379297463008907,Healthy-pavement
0403.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0404.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0406.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0407.png,-4.102684963539112,0.1508157333828244,Healthy-pavement
0410.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0412.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0416.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0417.png,-3.3107349100957677,-0.5266185456291517,Healthy-pavement
0421.png,-0.34597635503077484,-2.0265996927475705,G-Transverse
0437.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0438.png,-0.805309181856444,-5.836751522300304,G-Transverse
0442.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0444.png,-3.3539566871198687,2.356905171741797,G-Longitudinal
0445.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0446.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0451.png,-3.453227468216376,-0.10976094252835722,Healthy-pavement
0456.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0457.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0461.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0465.png,-4.494218751805413,1.317081555246073,G-Longitudinal
0469.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0471.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0472.png,-3.815013641314728,-0.13546756053803577,Healthy-pavement
0477.png,-3.193841218432347,-3.2997308076374123,G-Transverse
0480.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0481.png,-1.736798974321836,-2.7204145562207565,G-Transverse
0483.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0485.png,0.020386563621542564,-1.960997172927808,G-Transverse
0487.png,-3.641865680922571,0.045845308282491004,Healthy-pavement
0489.png,-1.9540288561728971,-0.13667108208057677,G-Longitudinal
0490.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0492.png,-0.7474155865518028,-0.3802666521833622,G-Transverse
0497.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0499.png,13.729157448933222,0.0738749069161031,G-alligator
0504.png,0.3600198389761218,-0.9416111903912565,G-Transverse
0505.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0506.png,-0.8797388292326431,-1.950407693972629,G-Transverse
0507.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0508.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0509.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0513.png,-0.38367924765420724,1.5566984445759395,G-Longitudinal
0515.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0518.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0519.png,-2.018425193020839,0.7623949589024299,G-Longitudinal
0521.png,-3.703497169701926,-0.987459346557177,Healthy-pavement
0526.png,0.015844940872398183,-2.2093112389557135,G-Transverse
0530.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0543.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0546.png,-3.350830211158609,-0.07038400317087579,Healthy-pavement
0549.png,-5.097344990026841,1.2835328875152356,G-Longitudinal
0550.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0552.png,-1.0821081135326907,0.31700098178241376,G-Transverse
0556.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0557.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0558.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0560.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0562.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0563.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0565.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0570.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0575.png,0.5605043300776913,-1.8079886024035225,G-Transverse
0576.png,-2.8080455566675475,-0.40224646155619226,G-Transverse
0579.png,-0.05986792927951967,-4.385180391941667,G-Transverse
0582.png,-1.2008456241498777,-1.8009913517630523,G-Transverse
0591.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0592.png,-4.008161307723761,0.05408748833799493,Healthy-pavement
0594.png,0.4197849866327701,-0.6485832480584062,G-Transverse
0596.png,-4.039538712315988,3.3571741977366685,G-Longitudinal
0601.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0602.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0603.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0604.png,-1.102650205914287,2.05865328962053,G-Longitudinal
0605.png,14.184626766213,1.4337443249955584,G-alligator
0607.png,-1.9198599545723223,3.0480882722419196,G-Longitudinal
0608.png,14.991677863299174,-1.1792348362473888,G-alligator
0611.png,14.103398817219983,1.4562721000946226,G-alligator
0614.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0615.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0621.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0623.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0626.png,-3.644367649111345,3.0286549995868874,G-Longitudinal
0627.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0628.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0629.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0634.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0635.png,-4.299033531116727,0.4304232829958998,Healthy-pavement
0641.png,-2.498591358764749,1.8546034136274834,G-Longitudinal
0643.png,0.5164562377967563,-0.1924770475847737,G-Longitudinal
0644.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0647.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0649.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0650.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0654.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0657.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0665.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0666.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0670.png,-1.6832161363458837,1.049239504091954,G-Longitudinal
0671.png,-5.3419684405548225,3.1304625659494967,G-Longitudinal
0674.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0679.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0680.png,-2.89908169833749,2.7760161078290686,G-Longitudinal
0684.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0685.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0687.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0689.png,-3.552179452478377,-0.24352441799060998,Healthy-pavement
0690.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0692.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0693.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0698.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0699.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0700.png,-3.8704426226430613,-0.624507656015755,Healthy-pavement
0701.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0702.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0704.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0707.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0711.png,-1.5082309307388329,-3.1549503184086625,G-Transverse
0712.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0716.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0717.png,-3.6240886562222627,-0.5149083290193808,Healthy-pavement
0721.png,-1.7788192385610984,-2.5632517312382497,G-Transverse
0724.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0725.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0727.png,-2.328163244557178,-0.8668639567487091,G-Transverse
0731.png,-2.3980816538081413,1.8519519696181668,G-Longitudinal
0732.png,14.901193288422995,-1.0238356029703866,G-alligator
0733.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0734.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0735.png,1.142879519332567,-3.696450211649964,G-Transverse
0738.png,-3.276098658282585,-0.5136200008176317,Healthy-pavement
0739.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0740.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0741.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0742.png,-2.4180808588418508,3.0598650105789105,G-Longitudinal
0743.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0746.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0747.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0749.png,-0.3356071264439784,-1.2600780795646216,G-Transverse
0751.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0752.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0753.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0756.png,-1.4209762383026323,-1.546350203919836,G-Transverse
0757.png,-2.964697989377253,3.9697499040417767,G-Longitudinal
0760.png,-0.7614085277600511,1.559498341909343,G-Longitudinal
0761.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0763.png,-3.61378922374913,0.3684829673442316,Healthy-pavement
0765.png,-2.458032718841057,2.8088238899156632,G-Longitudinal
0768.png,-2.1701775211338292,-1.4091591462607482,G-Transverse
0769.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0771.png,13.71318516139334,0.8115902124659726,G-alligator
0772.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0774.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0776.png,-3.096724636564886,-0.4212819925377502,Healthy-pavement
0777.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0781.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0783.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0786.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0787.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0788.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0794.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0795.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0801.png,-2.8959440091440705,3.363825255790309,G-Longitudinal
0804.png,-2.413134734355232,0.918803534828168,G-Longitudinal
0811.png,-1.5130177814962202,-1.618009051408638,G-Transverse
0813.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0814.png,-3.237417717808146,2.547533215065851,G-Longitudinal
0816.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0818.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0823.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0824.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0827.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0831.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0834.png,-3.2858113322894624,-0.44664569268191556,Healthy-pavement
0840.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0846.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0852.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0855.png,-3.770767707699129,-0.12233089181764356,Healthy-pavement
0856.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0861.png,-3.0890983822028417,-0.4978979456473702,G-Longitudinal
0864.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0865.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0868.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0870.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0871.png,-2.704179529292624,-1.5233928640885388,G-Transverse
0873.png,-4.012484517763859,-0.22405388988669372,Healthy-pavement
0874.png,-2.1880479830202972,-2.2569863373053316,G-Transverse
0875.png,-3.295998344735658,0.7200984995461504,Healthy-pavement
0877.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0883.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0889.png,-1.9260248947486573,3.249343311619544,G-Longitudinal
0891.png,-2.9641965693206274,0.6428499224079012,Healthy-pavement
0896.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0900.png,12.512918346454562,-1.483104211732961,G-alligator
0905.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0907.png,-0.020171261141843644,2.12131700741158,G-Longitudinal
0908.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0909.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0910.png,-0.7399248209089748,-1.59089476208268,Healthy-pavement
0912.png,-1.1869512234787436,-2.3890810273957577,G-Transverse
0916.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0917.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0918.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0919.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0923.png,-3.144392738455643,1.6759345203084415,G-Longitudinal
0926.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0931.png,-1.2559120909598818,-3.943330169448487,G-Transverse
0938.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0939.png,-0.05434087066865345,-4.636941909626756,G-Transverse
0940.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0944.png,-2.997110018310323,-0.38314582218940885,Healthy-pavement
0946.png,-2.9940937605741134,1.540986027468481,G-Longitudinal
0947.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0949.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0951.png,-3.791718930199913,2.5881433053386367,G-Longitudinal
0953.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0955.png,-1.7974705056794917,3.512674748391202,G-Longitudinal
0958.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0959.png,-4.844532006676275,2.116708126009488,G-Longitudinal
0960.png,-4.0158030714296515,-0.883284388838451,Healthy-pavement
0961.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0965.png,-2.646491919369403,0.29869148265964185,G-Longitudinal
0966.png,-3.7321731255923964,0.10034096948754367,Healthy-pavement
0970.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0972.png,-3.9180427402057987,0.7220773790806447,Healthy-pavement
0974.png,-0.6282436843903163,-3.338440797128353,G-Transverse
0976.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0977.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0978.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0980.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0982.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0984.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0985.png,-0.995448253546158,2.16232121376013,G-Longitudinal
0988.png,-2.981454368423339,0.4993307965272855,G-Transverse
0991.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
0993.png,12.930996862568229,-0.5711534901359698,G-alligator
0994.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1001.png,-1.5036240409340849,2.6050398917973823,G-Longitudinal
1002.png,-2.397817370928429,1.1365526481879975,G-Longitudinal
1006.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1011.png,-3.718632222634575,3.0140740585971884,G-Longitudinal
1013.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1015.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1021.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1024.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1028.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1031.png,-1.0160833738600132,-1.5890752607579337,G-Transverse
1033.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1036.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1037.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1043.png,-2.6154375620223043,-1.6482814172757791,G-Transverse
1045.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1046.png,-3.4904080033850278,-0.036368315377973914,Healthy-pavement
1051.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1052.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1053.png,-2.717614576951,-0.22366708018767056,Healthy-pavement
1054.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1061.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1062.png,-3.894413257595197,0.10173026410275554,G-Transverse
1063.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1067.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
1070.png,-3.6288665863830616,-0.020982840517707047,Healthy-pavement
